host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	comment
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	12	1132.103722	93.784004	0.6544851399230956	0.83828	0.8373322869300842	0.7919	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	13	1225.888629	93.679978	0.6456801555252075	0.84186	0.679067757320404	0.8337	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	14	1319.570415	93.903563	0.6333143672084809	0.8459	0.7016530122756958	0.8239	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	0	4.382341	96.035265	1.521357180671692	0.49652	1.4669968013763428	0.5301	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	1	100.418618	92.598098	1.1230971981430053	0.64774	1.291637727546692	0.6026	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	2	193.017686	92.56622	0.9719643759155273	0.7114	0.9675972686767578	0.7158	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	3	285.584865	92.562536	0.8845436085319519	0.7449	1.0420563863754273	0.6965	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	4	378.148381	92.560289	0.8333245178794861	0.76366	1.0747720441818238	0.7137	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	5	470.709635	92.572915	0.7918769975280762	0.77986	0.8630839495658874	0.7603	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	6	563.284447	92.481722	0.7582867994499206	0.79506	0.8741000730514527	0.7639	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	7	655.767083	92.491528	0.7317121988868713	0.80468	1.2656956449508667	0.6727	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	8	748.259542	92.537895	0.7116068558502198	0.81502	0.7853639212608338	0.793	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
taurusi2076	resnet32v1	cifar10	4.452562	50000	10000	1.0	20180309:082832	20180309:085148	9	840.798404	92.437378	0.6926695435428619	0.82214	1.0258418063163757	0.7347	num_classes=10,epochs=15,data_augmentation=True,subtract_pixel_mean=True,checkpoint_epochs=False,version=1,n=3,batch_size=32	k80:1,fs:nfs:singularity:lustre
